order_id,customer_id,vendor_id,order_date,product_category,order_amount,payment_method,delivery_status,customer_rating,region
ORD_00545,CUST_229,VEND_27,11-01-2025,Books,856.78,PayPal,Delivered,2.9,afRICA
ORD_00546,CUST_290,VEND_331,30-11-2023,Groceries,866.68,PayPal,ReTurNeD,3.2,Africa
ORD_00547,CUST_821,VEND_235,02-07-2023,cloTHiNG,313.26,PayPal,Delivered,2,Africa
ORD_00548,CUST_339,VEND_252,07-01-2025,Beauty,328.38,CaSH,Returned,2,Asia
ORD_00549,CUST_239,VEND_244,18-05-2025,Groceries,734.24,Credit Card,Cancelled,1.3,South America
ORD_00550,CUST_871,VEND_243,02-03-2023,ooks,905.54,Cash,Cancelled,1.1,South America
ORD_00551,CUST_241,VEND_190,11-05-2024,Electronics,691.86,UPI,Cancelled,2.5,South America
ORD_00552,CUST_525,VEND_132,11-03-2024,Home Decor,256.14,PayPal,Cancelled,3.6,Europe
ORD_00553,CUST_923,VEND_49,07-20-2025,ELEctroNIcS,365.36,PayPal,Returned,3.8,Africa
ORD_00554,CUST_92,VEND_130,20-08-2023,Book,601.54,Credit Card,Cancelled,2.2,Asia
ORD_00555,CUST_512,VEND_91,08-20-2024,Clothing,491.46,CrediT CArd,Cancelled,1.7,South America
ORD_00556,CUST_109,VEND_150,10-15-2024,Clothing,979.45,UPI,Delivered,4.1,SoUTh aMErica
ORD_00557,CUST_881,VEND_450,07-06-2024,Electronics,628.34,Credit Card,RetUrNEd,4.1,South America
ORD_00558,CUST_83,VEND_376,09-23-2025,Sports,291.03,cash,Cancelled,2.4,
ORD_00559,CUST_952,VEND_98,09-03-2025,Books,868.14,Debit Card,Delivered,1.5,South America
ORD_00560,CUST_90,VEND_262,09-09-2023,Clothing,181.9,pAyPAL,RETurnED,4,ASIA
ORD_00561,CUST_439,VEND_47,29-05-2023,Sports,951.01,Debit Card,Cancelled,4.7,Asia
ORD_00562,CUST_683,VEND_383,19-02-2023,Clothing,100.85,Cas,Delivered,2.7,North America
ORD_00563,CUST_804,VEND_262,25-06-2024,Beauty,148.45,Cash,Cancelled,3.9,Africa
ORD_00564,CUST_19,VEND_309,25-03-2025,Groceries,667.39,PayPal,Cancelled,3.1,Africa
ORD_00565,CUST_576,VEND_114,18-06-2023,Clothing,570.04,Credit Card,Delivered,1.1,Europe
ORD_00566,CUST_830,VEND_119,15-07-2024,CLOthIng,433.39,PayPal,Delivered,4.9,Europe
ORD_00567,CUST_982,VEND_469,09-27-2024,Books,135.67,UPI,Returned,2.6,South America
ORD_00568,CUST_143,VEND_235,07-03-2025,Groceries,69.89,PayPal,Returned,1.8,Europe
ORD_00569,CUST_765,VEND_159,15-07-2023,Books,151.26,PayPal,Delivered,4.3,North America
ORD_00570,CUST_764,VEND_146,26-09-2023,Books,109.27,PayPal,Returned,1.6,North merica
ORD_00571,CUST_590,VEND_52,02-08-2023,Home Decor,65.57,Debit Card,Cancelled,1.7,South America
ORD_00572,CUST_159,VEND_417,05-08-2023,eLeCTRoNICS,579.58,Cash,Rturnd,3.8,North America
ORD_00573,CUST_448,VEND_146,04-03-2025,Sports,751.98,UPI,Delivered,4.8,North America
ORD_00574,CUST_437,VEND_143,25-05-2025,Clothing,392.13,PayPal,Delivered,2,Europe
ORD_00575,CUST_870,VEND_194,30-08-2025,Electronics,416.64,Credit Card,Cancelled,3.9,Europe
ORD_00576,CUST_731,VEND_438,06-19-2024,ooks,362.72,Cash,DElIVERed,3.5,Europe
ORD_00577,CUST_28,VEND_475,02-07-2024,Groceries,258.11,Debit Card,Delivered,3.7,Asia
ORD_00578,CUST_130,VEND_193,25-04-2024,Electronics,203.19,Cash,Delivered,1.5,Europe
ORD_00579,CUST_234,VEND_129,21-11-2023,Groceries,581.73,Credit Card,Delivered,4.2,eURopE
ORD_00580,CUST_822,VEND_46,10-18-2024,Sports,465.93,Credit Card,Cancelled,1.1,Africa
ORD_00581,CUST_325,VEND_75,06-03-2025,Home Decor,682.53,cAsH,Cancelled,2.7,norTh aMEricA
ORD_00582,CUST_63,VEND_14,21-06-2025,Books,206.21,Cash,Returne,2.8,Europe
ORD_00583,CUST_950,VEND_77,12-07-2023,Books,388.31,Credit Card,Cancelled,2.3,South America
ORD_00584,CUST_222,VEND_14,19-05-2025,Sports,991.87,Credit Card,Returned,4.1,South America
ORD_00585,CUST_328,VEND_17,11-12-2023,Groceries,937.61,UPI,Returned,4.7,South America
ORD_00586,CUST_355,VEND_100,10-08-2025,Groceries,441.97,crEDIt CaRd,Cancelled,3.6,South America
ORD_00587,CUST_318,VEND_457,02-09-2023,Sports,855.37,Debit Card,CaNcellED,3.1,Europe
ORD_00588,CUST_892,VEND_464,11-17-2024,Home Decor,946.07,PayPal,Cancelled,3.8,South America
ORD_00589,CUST_1000,VEND_217,23-09-2025,Books,721.38,UPI,Returned,1.5,Africa
ORD_00590,CUST_349,VEND_67,06-21-2025,Groceries,657.66,UPI,Returned,4.5,africa
ORD_00591,CUST_380,VEND_57,09-04-2024,Sports,93.12,Credit Card,Delivered,1.3,Africa
ORD_00592,CUST_720,VEND_175,14-05-2023,Books,254.37,UPI,rEtUrnEd,2.3,Europe
ORD_00593,CUST_165,VEND_148,03-17-2025,Groceries,729.17,CasH,Returned,3.8,Asia
ORD_00594,CUST_38,VEND_482,09-04-2023,Clothing,482.8,Cash,Cancelled,3.4,Africa
ORD_00595,CUST_688,VEND_177,09-19-2024,Home Decor,930.16,UPI,dELIVERed,4.5,Asia
ORD_00596,CUST_582,VEND_459,03-04-2024,Books,242.26,DEBiT carD,Cancelle,4.4,Asia
ORD_00597,CUST_842,VEND_140,02-01-2024,BEaUTy,649.45,Cash,Cancelled,1.8,SOutH aMERIcA
ORD_00598,CUST_726,VEND_470,02-03-2023,Electronics,13.53,PayPal,Delivered,1.6,Europe
ORD_00599,CUST_69,VEND_78,12-02-2024,Clothing,438.39,Credit Card,Returned,4.6,North America
ORD_00600,CUST_514,VEND_383,10-07-2023,Electronics,661.42,UPI,Delivered,4.7,North America
ORD_00601,CUST_186,VEND_118,18-03-2024,Groceries,77.03,PayPal,Returned,4.6,Asia
ORD_00602,CUST_764,VEND_252,24-05-2024,Sports,751.34,Debit Card,Delivered,4.4,
ORD_00603,CUST_546,VEND_171,02-08-2025,Books,70.92,PayPal,Cancelled,1.5,Africa
ORD_00604,CUST_35,VEND_243,06-28-2024,Clothing,835.71,Cash,Delivered,2,sOutH AmeRIca
ORD_00605,CUST_763,VEND_260,08-24-2024,CloThinG,499.02,CAsh,deliVERED,2.8,Europe
ORD_00606,CUST_828,VEND_372,08-04-2023,Electronics,109.89,Cash,Cancelled,3.1,
ORD_00607,CUST_112,VEND_470,02-03-2023,Groceries,38.89,Cash,Returned,1,
ORD_00608,CUST_445,VEND_257,15-09-2025,Books,684.52,UPI,Delivered,1.3,South America
ORD_00609,CUST_398,VEND_115,31-05-2025,Electronics,794.2,Debit Card,Delivered,2.4,Africa
ORD_00610,CUST_626,VEND_176,07-01-2024,Books,872.24,PayPal,Cancelled,3.6,Asia
ORD_00611,CUST_762,VEND_371,01-24-2024,Groceries,362.82,Credit Card,Cancelled,2.4,Asia
ORD_00612,CUST_829,VEND_173,23-09-2023,hOme DecOR,365.62,UPI,Delivered,4,Europe
ORD_00613,CUST_763,VEND_268,06-02-2024,Beauty,229.71,Credit Card,Cancelled,1.9,South America
ORD_00614,CUST_637,VEND_302,11-08-2024,Beauty,39.36,Debit Card,Delivered,3.3,Asia
ORD_00615,CUST_34,VEND_489,06-17-2024,Electronics,388.63,Cash,Returned,3.5,North America
ORD_00616,CUST_291,VEND_379,10-03-2024,Clothing,172.07,uPi,DEliVEREd,3.5,Africa
ORD_00617,CUST_967,VEND_88,17-05-2024,ELEctROnics,451.98,Cash,Returned,2,South America
ORD_00618,CUST_22,VEND_403,05-08-2025,Clothing,,Debit Card,RETuRNED,1.8,Asia
ORD_00619,CUST_980,VEND_311,07-22-2024,Beauty,904.65,PayPal,Delivered,1.6,Asia
ORD_00620,CUST_959,VEND_250,05-08-2023,Bks,847.71,Credit Card,Delivered,4.3,Asia
ORD_00621,CUST_963,VEND_233,19-10-2023,Groceries,945.34,PayPal,CANCeLLEd,1.9,
ORD_00622,CUST_687,VEND_375,11-10-2025,Groceries,11.79,PayPal,ReTUrnEd,2.8,soUtH ameriCA
ORD_00623,CUST_507,VEND_32,27-06-2024,Groceries,802.77,UPI,Returned,1.4,Europe
ORD_00624,CUST_393,VEND_305,02-29-2024,Beauty,585.26,CrEDiT caRd,Returned,4.8,asIA
ORD_00625,CUST_200,VEND_236,08-17-2025,Groceries,995.5,caSh,Returned,1.2,Europe
ORD_00626,CUST_215,VEND_26,03-16-2023,ClOTHing,631.38,UPI,Cancelled,2.4,aFRicA
ORD_00627,CUST_170,VEND_424,20-06-2024,Home Decor,906.69,ayal,Cancelled,3.9,Africa
ORD_00628,CUST_736,VEND_460,28-11-2023,Home Decor,807.04,upi,Delivered,3.7,North America
ORD_00629,CUST_499,VEND_389,05-01-2024,Sports,579.1,UPI,Delivered,4.6,souTH AMeriCA
ORD_00630,CUST_501,VEND_423,08-19-2023,Books,487.78,Debit Card,Cancelled,3.3,Europe
ORD_00631,CUST_947,VEND_138,09-15-2025,clOThiNG,326.81,UPI,Returned,2.8,Asia
ORD_00632,CUST_679,VEND_242,12-14-2023,Home Decor,544.74,Debit Card,Returned,4,aSia
ORD_00633,CUST_837,VEND_480,26-08-2024,Home Decor,79.94,UPI,DelIVErED,1.7,North America
ORD_00634,CUST_787,VEND_61,04-24-2024,Home Decor,331.68,Credit Card,Cancelled,2.3,eUrope
ORD_00635,CUST_517,VEND_97,08-06-2025,Home Decor,490.63,UPI,Cancelled,2.6,South America
ORD_00636,CUST_690,VEND_448,12-06-2025,Books,205.96,Cash,cANcelLED,2.5,EUroPE
ORD_00637,CUST_763,VEND_141,23-08-2025,Sports,322.7,Cash,Delivered,3.8,South America
ORD_00638,CUST_196,VEND_191,15-03-2023,Home Decor,664.33,UPI,Returned,2.7,Arica
ORD_00639,CUST_4,VEND_195,27-10-2024,Home Decor,,Cash,Cancelled,1.3,South America
ORD_00640,CUST_801,VEND_222,06-07-2024,Beauty,236.41,PAypAl,Delivered,2,South America
ORD_00641,CUST_263,VEND_306,22-09-2024,Beauty,509.13,Cash,Cancelled,1.7,
ORD_00642,CUST_727,VEND_71,01-09-2025,Electronics,491.55,Cash,Returned,3.7,North America
ORD_00643,CUST_80,VEND_201,01-26-2023,gRoCerIes,957.96,Credit Card,Returned,3.9,North America
ORD_00644,CUST_679,VEND_43,03-01-2023,home DecOR,73.9,Credit Card,Returned,4.3,South America
ORD_00645,CUST_499,VEND_303,03-06-2024,Clothing,883.66,PayPal,Returned,4.8,Europe
ORD_00646,CUST_91,VEND_34,10-01-2025,Beauty,806.08,Cash,Cancelled,bad,Europe
ORD_00647,CUST_52,VEND_67,04-08-2025,hoME DecoR,982.61,UPI,Returned,2.3,South America
ORD_00648,CUST_943,VEND_464,29-04-2024,Clothing,359.04,UPI,Cancelled,4.3,NORTH AmEriCA
ORD_00649,CUST_248,VEND_16,26-03-2025,Groceries,299.26,Debit Card,Returned,3.3,
ORD_00650,CUST_983,VEND_2,04-20-2025,Electronics,939.2,caSH,Delivered,2.9,Europe
ORD_00651,CUST_215,VEND_422,25-01-2024,Beauty,995.93,PayPal,Returned,1.5,aFricA
ORD_00652,CUST_756,VEND_478,08-13-2024,Clothing,318.7,Cash,Delivered,1.9,Europe
ORD_00653,CUST_296,VEND_466,14-10-2025,Home Decor,,Cash,Delivered,4.7,Africa
ORD_00654,CUST_478,VEND_98,05-21-2023,Clothing,439.15,Debit Card,Cancelled,4.9,Africa
ORD_00655,CUST_160,VEND_31,15-06-2024,Groceries,275.32,Cash,Returned,3,Europe
ORD_00656,CUST_722,VEND_103,24-07-2025,Sports,490.37,DEbit card,Returned,1.2,South America
ORD_00657,CUST_173,VEND_350,08-26-2024,Beauty,389.34,Credit Card,Canclld,1.8,Nort America
ORD_00658,CUST_627,VEND_402,04-11-2023,Electronics,50.6,Debit Card,dELivErED,1.6,urope
ORD_00659,CUST_443,VEND_338,21-06-2023,Sports,106.08,PayPal,Delivere,1.7,Afria
ORD_00660,CUST_903,VEND_485,09-05-2023,Clothing,241.48,Cash,Delivered,4.8,aSia
ORD_00661,CUST_979,VEND_356,07-04-2024,Grocris,790.44,Debit Card,Delivered,1.6,Europe
ORD_00662,CUST_463,VEND_125,01-19-2025,Clothing,718.55,PayPal,Cancelled,2.7,North America
ORD_00663,CUST_638,VEND_462,12-20-2023,Sports,181.82,PayPal,rETURnEd,2.7,South America
ORD_00664,CUST_556,VEND_222,02-05-2025,Home Decor,626.45,Debit Card,Returned,2.4,Europe
ORD_00665,CUST_966,VEND_143,08-04-2024,Home Decor,714.98,Debit Card,Cancelled,3.5,Europe
ORD_00666,CUST_18,VEND_279,09-06-2024,Sports,931.59,Credit Card,Cancelled,1.1,Africa
ORD_00667,CUST_334,VEND_121,15-05-2024,Sports,,Cas,Cancelled,2.5,Africa
ORD_00668,CUST_907,VEND_172,03-17-2024,Home Decor,205.07,Credit Card,Delivered,4.9,South America
ORD_00669,CUST_314,VEND_122,27-01-2025,Groceries,548.34,UPI,dELivErEd,2.9,North America
ORD_00670,CUST_330,VEND_399,04-09-2025,GRoceRiES,906.63,Debit Card,Cancelled,3.7,Asia
ORD_00671,CUST_224,VEND_220,09-01-2025,Clothing,68.22,Debit Card,Delivered,5,eurOPe
ORD_00672,CUST_379,VEND_257,12-03-2025,lothing,31.14,PayPal,Cancelled,1.4,Africa
ORD_00673,CUST_431,VEND_211,12-02-2024,Clothing,127.66,Cash,Returned,2,Africa
ORD_00674,CUST_806,VEND_168,31-03-2025,Groceries,,Credit Card,Returned,1.9,Asia
ORD_00675,CUST_98,VEND_374,16-02-2023,Groceries,791.32,PayPal,Delivered,1.2,Asia
ORD_00676,CUST_824,VEND_481,12-27-2023,Home Decor,644.94,PayPal,Cancelled,4.1,nORtH AmEriCa
ORD_00677,CUST_449,VEND_348,13-06-2024,bEaUTy,447.34,Debit Card,Delivered,4.9,Africa
ORD_00678,CUST_581,VEND_180,01-12-2024,Home Decor,649.82,PyPl,Returned,4.5,Africa
ORD_00679,CUST_889,VEND_259,19-02-2024,Home Decor,49.98,UPI,Delivered,4,South America
ORD_00680,CUST_282,VEND_223,09-27-2023,Sports,245.04,Credit Card,Cancelled,1.9,North America
ORD_00681,CUST_36,VEND_306,03-29-2024,Beauty,35.67,UPI,Cancelled,2.3,South America
ORD_00682,CUST_862,VEND_326,15-02-2024,Home Decor,518.9,UPI,Cancelled,3.2,Africa
ORD_00683,CUST_408,VEND_41,12-20-2023,Home Decor,800.57,Cash,Delivered,3.9,Africa
ORD_00684,CUST_466,VEND_147,05-01-2025,Books,177.33,Cash,Returned,5,Europe
ORD_00685,CUST_11,VEND_256,27-11-2024,Electronics,648.95,PayPal,Returned,3.4,Asia
ORD_00686,CUST_606,VEND_491,10-09-2025,Electronics,573.39,Cash,elivered,1.4,NOrtH ameRICa
ORD_00687,CUST_982,VEND_240,14-09-2023,Sports,376.14,Credit Card,Returned,3.2,Asia
ORD_00688,CUST_618,VEND_222,05-10-2023,HomE deCOR,499.2,PayPal,DElIveRED,2.9,North America
ORD_00689,CUST_353,VEND_483,12-04-2024,Electronics,204.33,Cash,Delivered,3.3,North America
ORD_00690,CUST_516,VEND_370,30-06-2025,Beauty,432.17,Cash,Cancelled,1.8,South America
ORD_00691,CUST_83,VEND_56,15-11-2023,Beuty,557.19,Cash,Cancelled,2.3,North America
ORD_00692,CUST_729,VEND_321,24-04-2024,Beauty,979.39,DebitCard,Returned,2.9,Asia
ORD_00693,CUST_254,VEND_377,12-17-2023,Sports,408.13,UPI,returneD,2.7,Africa
ORD_00694,CUST_981,VEND_422,24-02-2024,Sports,,pAYPAl,retURNeD,1.7,Europe
ORD_00695,CUST_175,VEND_347,05-12-2023,Grocris,357.19,Credit Card,Cancelled,1.8,South America
ORD_00696,CUST_147,VEND_211,07-22-2025,Books,,PayPal,Canclld,1.5,NORTh AmERica
ORD_00697,CUST_233,VEND_252,28-05-2025,Eletronis,141.09,Creit Car,Cancelled,1.3,
ORD_00698,CUST_607,VEND_182,08-10-2023,Home Decor,734.7,UPI,Delivered,4.8,North America
ORD_00699,CUST_22,VEND_397,01-19-2024,Home Decor,630.42,Cash,Cancelled,4.7,South America
ORD_00700,CUST_63,VEND_352,10-24-2024,Beauty,980.39,Debit Card,Delivered,2,Europe
ORD_00701,CUST_730,VEND_7,05-12-2023,Clothing,25.99,PayPal,Returned,2.8,Asia
ORD_00702,CUST_790,VEND_231,17-10-2024,Clothing,142.86,Credit Card,Cancelled,1.9,Asia
ORD_00703,CUST_364,VEND_1,04-08-2024,Clothing,41.86,Debit Card,Delivered,5,North America
ORD_00704,CUST_773,VEND_32,07-05-2023,Home Decor,200.27,Cash,Delivered,3.3,aFrIcA
ORD_00705,CUST_824,VEND_496,17-02-2025,Electronics,666.97,Credit Card,Delivered,4.6,North America
ORD_00706,CUST_598,VEND_13,02-04-2024,Electronics,134,PayPal,CanceLled,2.3,South America
ORD_00707,CUST_36,VEND_241,03-12-2024,Sports,867.68,cReDIt cArD,Cancelled,4,South America
ORD_00708,CUST_60,VEND_302,31-10-2023,Beauty,632.01,Debit Card,DelivEred,2.3,Africa
ORD_00709,CUST_345,VEND_3,26-01-2024,Groceries,821.63,Cash,Cancelled,3.1,Africa
ORD_00710,CUST_306,VEND_144,14-02-2024,hOmE DECOr,60.46,Cash,Returned,2.8,Erope
ORD_00711,CUST_862,VEND_231,05-08-2025,Electronics,355.04,UPI,Returned,1.6,
ORD_00712,CUST_639,VEND_37,06-20-2023,Clothing,982.25,PI,Delivered,2.9,Asia
ORD_00713,CUST_761,VEND_174,15-03-2024,Electronics,531.19,PayPal,Delivered,1.7,SOuTh aMERICa
ORD_00714,CUST_247,VEND_264,23-11-2023,HomE DEcor,503.44,CASh,dELiVERed,2.9,South America
ORD_00715,CUST_672,VEND_17,15-08-2023,Sports,549.95,Cash,Cancelled,2.5,North America
ORD_00716,CUST_639,VEND_403,08-26-2023,Home Decor,182.61,Debit Card,Cancelled,4.3,South America
ORD_00717,CUST_799,VEND_473,29-06-2023,Beauty,947.54,Debit Card,Cancelled,2.2,Europe
ORD_00718,CUST_701,VEND_56,05-11-2024,SpOrts,,Debit Card,Cancelled,1.3,Europe
ORD_00719,CUST_531,VEND_192,26-10-2025,Electronics,976.89,UPI,Returned,1.3,Africa
ORD_00720,CUST_181,VEND_3,19-07-2025,Groceries,694.55,PayPal,RETURnEd,1.3,Asia
ORD_00721,CUST_996,VEND_176,09-10-2025,Home Decor,359.69,UPI,Delivered,1.7,Africa
ORD_00722,CUST_345,VEND_424,12-02-2024,Beauty,644.64,Debit Card,returNed,2.6,Europe
ORD_00723,CUST_876,VEND_269,11-04-2023,Electronics,596,Cash,Deivered,1.1,Asia
ORD_00724,CUST_567,VEND_209,02-06-2023,Clothing,643.86,Cash,Returned,1.3,Africa
ORD_00725,CUST_414,VEND_315,14-05-2024,Groceries,377.42,UPI,Delivered,,North America
ORD_00726,CUST_58,VEND_10,10-10-2024,Clothing,71.36,uPi,Returned,1.1,South America
ORD_00727,CUST_926,VEND_355,16-08-2023,Home Decor,934.84,PayPaL,Cancelled,3.7,South America
ORD_00728,CUST_74,VEND_119,05-08-2025,Clothing,206.17,PayPal,Delivered,4,Asia
ORD_00729,CUST_112,VEND_155,26-07-2024,Books,80.65,Debit Card,Returned,3.8,North America
ORD_00730,CUST_609,VEND_383,19-09-2025,Groceries,568.1,Credit Card,Returned,2.4,South America
ORD_00731,CUST_993,VEND_192,11-08-2024,Beauty,896.5,UPI,Delivered,1,North America
ORD_00732,CUST_902,VEND_335,13-06-2025,BeauTy,604.89,PayPal,Returned,2.9,Asia
ORD_00733,CUST_511,VEND_332,09-09-2023,hOMe dECoR,321.25,PayPAl,Cancelled,1.7,Asia
ORD_00734,CUST_110,VEND_432,24-01-2023,Sports,78.66,Debit Card,Cancelled,5,Europe
ORD_00735,CUST_30,VEND_199,02-08-2024,Eletronis,385.96,Credit Card,Returned,4,South America
ORD_00736,CUST_455,VEND_467,04-09-2025,Spors,588.39,Credit Card,Cancelled,1.1,
ORD_00737,CUST_688,VEND_211,16-02-2025,Electronics,646.29,deBit card,Returned,2.8,Africa
ORD_00738,CUST_353,VEND_469,26-04-2023,Beauty,746.49,PayPal,Cancelled,2.5,Europe
ORD_00739,CUST_305,VEND_159,02-09-2023,Clothing,283.2,Debit Card,Cancelled,3,Europe
ORD_00740,CUST_136,VEND_451,16-09-2023,Electronics,,Debit Card,Delivered,2.6,Africa
ORD_00741,CUST_656,VEND_389,31-01-2023,Sports,358.67,PayPal,ReturnEd,1.4,South America
ORD_00742,CUST_545,VEND_90,01-09-2023,Grceries,707.27,Debit Card,Delivered,1.9,soutH AMerica
ORD_00743,CUST_858,VEND_193,01-05-2024,Beauty,554.42,Debit Card,Delivered,1.9,sia
ORD_00744,CUST_900,VEND_466,25-07-2024,Electronics,947.89,UPI,Cancelled,1.4,Asa
ORD_00745,CUST_39,VEND_15,01-05-2023,Clothing,196.79,cReDit CArd,Cancelled,2.4,North America
ORD_00746,CUST_239,VEND_459,05-09-2023,Sports,641.07,Credit Card,Cancelled,1.6,Europe
ORD_00747,CUST_484,VEND_269,08-26-2023,cLothINg,19.59,PayPal,Deliveed,bad,Europe
ORD_00748,CUST_338,VEND_275,28-07-2023,Home Decor,76.47,Credit Card,Delivered,3.6,South America
ORD_00749,CUST_939,VEND_277,03-05-2023,Books,932.85,Cash,Returned,1.2,North America
ORD_00750,CUST_52,VEND_174,22-10-2023,Clothing,324.49,Debit Card,Cancelled,3.7,Europe
ORD_00751,CUST_756,VEND_334,06-07-2024,Clothing,127.55,PayPal,Returned,3.3,Asia
ORD_00752,CUST_602,VEND_441,11-18-2023,Beauty,214.98,PayPal,Returned,3.7,Europe
ORD_00753,CUST_962,VEND_297,07-10-2025,Books,301.63,UPI,Dlivrd,4.2,Europe
ORD_00754,CUST_420,VEND_434,14-02-2024,Groceries,699.79,Credit Card,Delivered,3.4,North America
ORD_00755,CUST_209,VEND_448,12-04-2023,hOME Decor,129.98,Paypal,Delivered,4.1,Europe
ORD_00756,CUST_295,VEND_96,10-26-2023,Beauty,795.68,cREdiT cArd,Cancelled,2.6,Europe
ORD_00757,CUST_264,VEND_42,27-10-2023,Sports,931.95,Debit Card,Returned,4.9,Africa
ORD_00758,CUST_411,VEND_294,20-01-2024,Groceries,674.18,Credit Card,Delivered,4.7,Africa
ORD_00759,CUST_960,VEND_453,23-01-2024,ELeCTRoNICs,644.15,UPI,Returned,3.2,Europe
ORD_00760,CUST_155,VEND_339,23-07-2023,Clothing,232.19,Debit Card,Delivered,1.6,North America
ORD_00761,CUST_911,VEND_472,23-03-2024,Books,732.16,PayPal,Delivered,1.4,Europe
ORD_00762,CUST_28,VEND_266,12-31-2023,Home Decor,727.77,Debit Card,CANCeLlED,4.4,Africa
ORD_00763,CUST_119,VEND_13,05-10-2023,Sorts,757.8,UPI,Returned,1.1,Africa
ORD_00764,CUST_405,VEND_119,04-10-2023,Books,309.06,PayPal,Returned,1.6,Africa
ORD_00765,CUST_453,VEND_158,08-08-2024,Clothing,899.05,PayPal,Returned,3.8,
ORD_00766,CUST_484,VEND_317,17-06-2024,Electronics,509.25,PaypAl,Returned,2.1,AFRicA
ORD_00767,CUST_580,VEND_91,06-11-2024,Groceries,350.28,Cash,cancellEd,4.7,North America
ORD_00768,CUST_427,VEND_383,12-03-2024,Electronics,935.72,Credit Card,Delivered,4,North America
ORD_00769,CUST_753,VEND_368,13-11-2024,Sports,559.9,Credit Card,Returned,bad,North America
ORD_00770,CUST_180,VEND_108,06-12-2023,Books,419.93,UPI,Cancelled,1.2,North America
ORD_00771,CUST_211,VEND_19,02-10-2025,Books,768.66,Debit Card,Returned,2.8,South America
ORD_00772,CUST_189,VEND_461,09-06-2024,Electronics,735.35,Cash,Delivered,4.2,South America
ORD_00773,CUST_181,VEND_92,08-11-2023,Clothing,135.97,PayPal,Returned,1.5,Africa
ORD_00774,CUST_461,VEND_381,15-07-2024,Home Decor,488.76,Debit Card,Returned,3.9,Europe
ORD_00775,CUST_183,VEND_192,28-07-2023,Electronics,305.82,UPI,Cancelled,4,South America
ORD_00776,CUST_609,VEND_450,09-08-2023,Home Decor,,Cash,Delivered,2.4,AfrIca
ORD_00777,CUST_628,VEND_153,04-20-2023,Groeries,826.04,PayPal,RETURned,3,NORth aMeriCa
ORD_00778,CUST_741,VEND_151,06-19-2024,Electronics,947.43,Cash,Delivered,1.6,Asia
ORD_00779,CUST_341,VEND_448,01-05-2023,Beauty,665.43,Debit Card,Cancelled,4,Asi
ORD_00780,CUST_557,VEND_328,09-12-2023,Beauty,717.21,PayPal,Returned,2.1,North America
ORD_00781,CUST_596,VEND_183,24-02-2024,Home Decor,526.91,PayPal,Returned,1.7,
ORD_00782,CUST_193,VEND_283,05-02-2023,Groceries,338.95,UP,Cancelled,1.7,Asia
ORD_00783,CUST_391,VEND_483,10-02-2024,Groceries,,Debit Card,Cancelled,2.3,Europe
ORD_00784,CUST_115,VEND_282,28-09-2024,Clothing,95.51,PayPal,Returned,4.8,South America
ORD_00785,CUST_560,VEND_458,22-01-2025,Sports,190.57,Debit Card,Returned,4.9,Asia
ORD_00786,CUST_481,VEND_408,06-27-2023,Books,221.08,Cas,Delivered,3.7,Europe
ORD_00787,CUST_863,VEND_155,03-13-2023,Sports,,Debit Card,Returned,2.5,AsIA
ORD_00788,CUST_826,VEND_237,16-03-2023,Clothing,348.36,Cash,Cancelled,2.6,Africa
ORD_00789,CUST_61,VEND_294,23-12-2023,Beauty,945.83,Cash,Cancelled,1.2,Africa
ORD_00790,CUST_608,VEND_408,20-02-2024,Home Decor,812.36,UPI,Cancelled,3.5,North America
ORD_00791,CUST_143,VEND_39,16-10-2025,Home Decor,118.35,Cash,Cancelled,1.9,South America
ORD_00792,CUST_673,VEND_475,18-05-2025,Clothing,14.61,PaypAl,Cancelled,1.3,sOUTh aMEricA
ORD_00793,CUST_953,VEND_352,06-05-2025,Clothing,660.24,Debit Card,Returned,3.6,Africa
ORD_00794,CUST_824,VEND_143,01-06-2024,Sport,914.26,Credit Card,Delivered,1.6,South America
ORD_00795,CUST_728,VEND_392,03-26-2024,HOme deCOR,434.95,UPI,Returned,4.4,afrICa
ORD_00796,CUST_512,VEND_272,21-01-2025,Clothing,514.45,Debit Card,CANCeLlED,4,Asia
ORD_00797,CUST_674,VEND_369,22-09-2023,Clothing,974.18,PayPal,Delivered,3.2,South America
ORD_00798,CUST_157,VEND_164,15-03-2023,Sports,153.14,upi,Cancelled,1,Europe
ORD_00799,CUST_685,VEND_226,05-25-2023,Clothing,,PAYPAL,Delivered,,Asia
ORD_00800,CUST_999,VEND_254,16-09-2024,Clothing,555.02,UPI,Cancelled,2.5,Europe
ORD_00801,CUST_234,VEND_46,30-05-2025,Books,456.05,Credit Card,Returned,3,Europe
ORD_00802,CUST_458,VEND_414,01-10-2023,HOME Decor,337.93,Cash,Returned,3.4,Asia
ORD_00803,CUST_479,VEND_6,22-12-2023,booKS,249.65,Credit Card,Returned,3,North America
ORD_00804,CUST_492,VEND_332,03-31-2023,Books,6.19,Cash,Returned,3.7,Europe
ORD_00805,CUST_892,VEND_23,01-06-2025,Clothing,939.6,Cash,Returned,3,
ORD_00806,CUST_560,VEND_338,13-02-2024,Sports,626.12,Credit Card,Cancelled,2.7,Africa
ORD_00807,CUST_824,VEND_447,01-28-2024,Beauty,198.59,Cash,Cancelled,4,Asia
